Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences
mixin.CastExpr1.getAST_TypeName(),4,Method,mixin,CastExpr1,getAST_TypeName(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.CastExpr1.getAST_TypeName() is a child of mixin.CastExpr1 THEN it also is fprivate of SYNTAX   
mixin.CastExpr1.getUnaryExpression(),4,Method,mixin,CastExpr1,getUnaryExpression(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.CastExpr1.getUnaryExpression() calls fprivate mixin.UnaryExpression THEN it also belongs to SYNTAX   
mixin.CastExpr1.printorder(),4,Method,mixin,CastExpr1,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.CastExpr1.printorder() is a child of mixin.CastExpr1 THEN it also is fprivate of SYNTAX   
mixin.CastExpr1.setParms(AstToken tok0; AST_TypeName arg0; AstToken tok1; UnaryExpression arg1),4,Method,mixin,CastExpr1,setParms(AstToken tok0; AST_TypeName arg0; AstToken tok1; UnaryExpression arg1),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.CastExpr1.setParms(AstToken tok0; AST_TypeName arg0; AstToken tok1; UnaryExpression arg1) calls fprivate mixin.UnaryExpression THEN it also belongs to SYNTAX   
mixin.MDSEmpty,2,Class,mixin,MDSEmpty,,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.MDSEmpty calls fprivate mixin.MethodDeclSuffix THEN it also belongs to SYNTAX   
mixin.MDSEmpty.ARG_LENGTH,3,Field,mixin,MDSEmpty,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.MDSEmpty.ARG_LENGTH is a child of mixin.MDSEmpty THEN it also is fprivate of SYNTAX   
mixin.MDSEmpty.TOK_LENGTH,3,Field,mixin,MDSEmpty,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.MDSEmpty.TOK_LENGTH is a child of mixin.MDSEmpty THEN it also is fprivate of SYNTAX   
mixin.MDSEmpty.printorder(),4,Method,mixin,MDSEmpty,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.MDSEmpty.printorder() is a child of mixin.MDSEmpty THEN it also is fprivate of SYNTAX   
mixin.MDSEmpty.setParms(AstToken tok0),4,Method,mixin,MDSEmpty,setParms(AstToken tok0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.MDSEmpty.setParms(AstToken tok0) calls fprivate mixin.MDSEmpty.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.MoreMultExprElem,2,Class,mixin,MoreMultExprElem,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.MoreMultExprElem.getMEBody(),4,Method,mixin,MoreMultExprElem,getMEBody(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.MoreMultExprElem.getMEBody() calls fprivate mixin.MEBody THEN it also belongs to SYNTAX   
mixin.MoreMultExprElem.setParms(MEBody arg0),4,Method,mixin,MoreMultExprElem,setParms(MEBody arg0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.MoreMultExprElem.setParms(MEBody arg0) calls fprivate mixin.MEBody THEN it also belongs to SYNTAX   
mixin.ModPublic,2,Class,mixin,ModPublic,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.ModPublic.ARG_LENGTH,3,Field,mixin,ModPublic,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ModPublic.ARG_LENGTH is a child of mixin.ModPublic THEN it also is fprivate of SYNTAX   
mixin.ModPublic.TOK_LENGTH,3,Field,mixin,ModPublic,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ModPublic.TOK_LENGTH is a child of mixin.ModPublic THEN it also is fprivate of SYNTAX   
mixin.ModPublic.getPUBLIC(),4,Method,mixin,ModPublic,getPUBLIC(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ModPublic.getPUBLIC() is a child of mixin.ModPublic THEN it also is fprivate of SYNTAX   
mixin.ModPublic.printorder(),4,Method,mixin,ModPublic,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ModPublic.printorder() is a child of mixin.ModPublic THEN it also is fprivate of SYNTAX   
mixin.ModPublic.setParms(AstToken tok0),4,Method,mixin,ModPublic,setParms(AstToken tok0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ModPublic.setParms(AstToken tok0) calls fprivate mixin.ModPublic.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.AST_ModifiersC,2,Class,mixin,AST_ModifiersC,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_ModifiersC.ARG_LENGTH,3,Field,mixin,AST_ModifiersC,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_ModifiersC.ARG_LENGTH is a child of mixin.AST_ModifiersC THEN it also is fprivate of SYNTAX   
mixin.AST_ModifiersC.TOK_LENGTH,3,Field,mixin,AST_ModifiersC,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_ModifiersC.TOK_LENGTH is a child of mixin.AST_ModifiersC THEN it also is fprivate of SYNTAX   
mixin.AST_ModifiersC.getAST_Modifiers(),4,Method,mixin,AST_ModifiersC,getAST_Modifiers(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_ModifiersC.getAST_Modifiers() is a child of mixin.AST_ModifiersC THEN it also is fprivate of SYNTAX   
mixin.AST_ModifiersC.getMOD_BEGIN(),4,Method,mixin,AST_ModifiersC,getMOD_BEGIN(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_ModifiersC.getMOD_BEGIN() is a child of mixin.AST_ModifiersC THEN it also is fprivate of SYNTAX   
mixin.AST_ModifiersC.getMOD_END(),4,Method,mixin,AST_ModifiersC,getMOD_END(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_ModifiersC.getMOD_END() is a child of mixin.AST_ModifiersC THEN it also is fprivate of SYNTAX   
mixin.AST_ModifiersC.printorder(),4,Method,mixin,AST_ModifiersC,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_ModifiersC.printorder() is a child of mixin.AST_ModifiersC THEN it also is fprivate of SYNTAX   
mixin.AST_ModifiersC.setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),4,Method,mixin,AST_ModifiersC,setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_ModifiersC.setParms(AstToken tok0; AstOptNode arg0; AstToken tok1) calls fprivate mixin.AST_ModifiersC.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.ModNew,2,Class,mixin,ModNew,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.ModNew.ARG_LENGTH,3,Field,mixin,ModNew,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ModNew.ARG_LENGTH is a child of mixin.ModNew THEN it also is fprivate of SYNTAX   
mixin.ModNew.TOK_LENGTH,3,Field,mixin,ModNew,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ModNew.TOK_LENGTH is a child of mixin.ModNew THEN it also is fprivate of SYNTAX   
mixin.ModNew.getNEW(),4,Method,mixin,ModNew,getNEW(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ModNew.getNEW() is a child of mixin.ModNew THEN it also is fprivate of SYNTAX   
mixin.ModNew.printorder(),4,Method,mixin,ModNew,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ModNew.printorder() is a child of mixin.ModNew THEN it also is fprivate of SYNTAX   
mixin.ModNew.setParms(AstToken tok0),4,Method,mixin,ModNew,setParms(AstToken tok0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ModNew.setParms(AstToken tok0) calls fprivate mixin.ModNew.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.AST_QualifiedNameElem,2,Class,mixin,AST_QualifiedNameElem,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_QualifiedNameElem.getQName(),4,Method,mixin,AST_QualifiedNameElem,getQName(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_QualifiedNameElem.getQName() is a child of mixin.AST_QualifiedNameElem THEN it also is fprivate of SYNTAX   
mixin.AST_QualifiedNameElem.setParms(AstToken tok0; QName arg0),4,Method,mixin,AST_QualifiedNameElem,setParms(AstToken tok0; QName arg0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_QualifiedNameElem.setParms(AstToken tok0; QName arg0) is a child of mixin.AST_QualifiedNameElem THEN it also is fprivate of SYNTAX   
mixin.AST_QualifiedNameElem.setParms(QName arg0),4,Method,mixin,AST_QualifiedNameElem,setParms(QName arg0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_QualifiedNameElem.setParms(QName arg0) is a child of mixin.AST_QualifiedNameElem THEN it also is fprivate of SYNTAX   
mixin.StrLit,2,Class,mixin,StrLit,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.StrLit.ARG_LENGTH,3,Field,mixin,StrLit,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.StrLit.ARG_LENGTH is a child of mixin.StrLit THEN it also is fprivate of SYNTAX   
mixin.StrLit.TOK_LENGTH,3,Field,mixin,StrLit,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.StrLit.TOK_LENGTH is a child of mixin.StrLit THEN it also is fprivate of SYNTAX   
mixin.StrLit.getSTRING_LITERAL(),4,Method,mixin,StrLit,getSTRING_LITERAL(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.StrLit.getSTRING_LITERAL() is a child of mixin.StrLit THEN it also is fprivate of SYNTAX   
mixin.StrLit.printorder(),4,Method,mixin,StrLit,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.StrLit.printorder() is a child of mixin.StrLit THEN it also is fprivate of SYNTAX   
mixin.StrLit.setParms(AstToken tok0),4,Method,mixin,StrLit,setParms(AstToken tok0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.StrLit.setParms(AstToken tok0) calls fprivate mixin.StrLit.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.NameId,2,Class,mixin,NameId,,SYNTAX,FALSE,FALSE,,TRUE,FALSE,
mixin.NameId.setParms(AstToken tok0),4,Method,mixin,NameId,setParms(AstToken tok0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.NameId.setParms(AstToken tok0) calls fprivate mixin.NameId.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.AST_QualifiedName.Make(String[] id),4,Method,mixin,AST_QualifiedName,Make(String[] id),JAVA,TRUE,TRUE,,TRUE,FALSE,mixin.AST_QualifiedName.Make(String[] id) calls fprivate mixin.AST_QualifiedNameElem.setParms(AstToken tok0; QName arg0) THEN it also belongs to SYNTAX   
mixin.AST_QualifiedName.GetName(),4,Method,mixin,AST_QualifiedName,GetName(),JAVA,FALSE,FALSE,,TRUE,FALSE,
mixin.AstCursor.First(AstNode r),4,Method,mixin,AstCursor,First(AstNode r),KERNEL,FALSE,FALSE,,TRUE,FALSE,
mixin.AstCursor.More(),4,Method,mixin,AstCursor,More(),KERNEL,FALSE,FALSE,,TRUE,FALSE,
mixin.AstCursor.PlusPlus(),4,Method,mixin,AstCursor,PlusPlus(),KERNEL,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_QualifiedName.getPrefixName(),4,Method,mixin,AST_QualifiedName,getPrefixName(),JAVA,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_QualifiedName.setPrefixName(String n),4,Method,mixin,AST_QualifiedName,setPrefixName(String n),JAVA,FALSE,FALSE,,TRUE,FALSE,
mixin.AstTokenInterface.setTokenName(String replacement),4,Method,mixin,AstTokenInterface,setTokenName(String replacement),KERNEL,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_QualifiedName.MakeAST(String in),4,Method,mixin,AST_QualifiedName,MakeAST(String in),STRINGAST,TRUE,TRUE,,TRUE,FALSE,mixin.AST_QualifiedName.MakeAST(String in) calls fprivate mixin.ParseException THEN it also belongs to KERNEL   
mixin.DelivDecl,2,Class,mixin,DelivDecl,,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.DelivDecl calls fprivate mixin.DelivClause THEN it also belongs to SYNTAX   
mixin.DelivDecl.ARG_LENGTH,3,Field,mixin,DelivDecl,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.DelivDecl.ARG_LENGTH is a child of mixin.DelivDecl THEN it also is fprivate of SYNTAX   
mixin.DelivDecl.TOK_LENGTH,3,Field,mixin,DelivDecl,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.DelivDecl.TOK_LENGTH is a child of mixin.DelivDecl THEN it also is fprivate of SYNTAX   
mixin.DelivDecl.getAST_ParList(),4,Method,mixin,DelivDecl,getAST_ParList(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.DelivDecl.getAST_ParList() is a child of mixin.DelivDecl THEN it also is fprivate of SYNTAX   
mixin.DelivDecl.getDELIVERY(),4,Method,mixin,DelivDecl,getDELIVERY(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.DelivDecl.getDELIVERY() is a child of mixin.DelivDecl THEN it also is fprivate of SYNTAX   
mixin.DelivDecl.printorder(),4,Method,mixin,DelivDecl,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.DelivDecl.printorder() is a child of mixin.DelivDecl THEN it also is fprivate of SYNTAX   
mixin.DelivDecl.setParms(AstToken tok0; AstToken tok1; AST_ParList arg0; AstToken tok2; AstToken tok3),4,Method,mixin,DelivDecl,setParms(AstToken tok0; AstToken tok1; AST_ParList arg0; AstToken tok2; AstToken tok3),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.DelivDecl.setParms(AstToken tok0; AstToken tok1; AST_ParList arg0; AstToken tok2; AstToken tok3) calls fprivate mixin.DelivDecl.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.FldVarDec,2,Class,mixin,FldVarDec,,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.FldVarDec calls fprivate mixin.FieldDeclaration THEN it also belongs to SYNTAX   
mixin.FldVarDec.ARG_LENGTH,3,Field,mixin,FldVarDec,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.FldVarDec.ARG_LENGTH is a child of mixin.FldVarDec THEN it also is fprivate of SYNTAX   
mixin.FldVarDec.TOK_LENGTH,3,Field,mixin,FldVarDec,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.FldVarDec.TOK_LENGTH is a child of mixin.FldVarDec THEN it also is fprivate of SYNTAX   
mixin.FldVarDec.getAST_Modifiers(),4,Method,mixin,FldVarDec,getAST_Modifiers(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.FldVarDec.getAST_Modifiers() is a child of mixin.FldVarDec THEN it also is fprivate of SYNTAX   
mixin.FldVarDec.getAST_TypeName(),4,Method,mixin,FldVarDec,getAST_TypeName(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.FldVarDec.getAST_TypeName() is a child of mixin.FldVarDec THEN it also is fprivate of SYNTAX   
mixin.FldVarDec.getAST_VarDecl(),4,Method,mixin,FldVarDec,getAST_VarDecl(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.FldVarDec.getAST_VarDecl() is a child of mixin.FldVarDec THEN it also is fprivate of SYNTAX   
mixin.AST_VarDecl,2,Class,mixin,AST_VarDecl,,SYNTAX,FALSE,FALSE,,TRUE,FALSE,
mixin.FldVarDec.printorder(),4,Method,mixin,FldVarDec,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.FldVarDec.printorder() is a child of mixin.FldVarDec THEN it also is fprivate of SYNTAX   
mixin.FldVarDec.setParms(AstOptNode arg0; AST_TypeName arg1; AST_VarDecl arg2; AstToken tok0),4,Method,mixin,FldVarDec,setParms(AstOptNode arg0; AST_TypeName arg1; AST_VarDecl arg2; AstToken tok0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.FldVarDec.setParms(AstOptNode arg0; AST_TypeName arg1; AST_VarDecl arg2; AstToken tok0) calls fprivate mixin.FldVarDec.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.ArrayInitializer,2,Class,mixin,ArrayInitializer,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.Ute,2,Class,mixin,Ute,,SYNTAX,FALSE,FALSE,,TRUE,FALSE,
mixin.Ute.isExtension(),4,Method,mixin,Ute,isExtension(),MIXINBASE,TRUE,TRUE,,TRUE,FALSE,mixin.Ute.isExtension() calls fprivate mixin.UnmodifiedTypeDeclaration.isExtension() THEN it also belongs to MIXINBASE   
mixin.Ute.prepareReplace(JTSParseTree t),4,Method,mixin,Ute,prepareReplace(JTSParseTree t),MIXINBASE,TRUE,TRUE,,TRUE,FALSE,mixin.Ute.prepareReplace(JTSParseTree t) calls fprivate mixin.UnmodifiedTypeExtension.prepareReplace(JTSParseTree t) THEN it also belongs to MIXINBASE   
mixin.Ute.ARG_LENGTH,3,Field,mixin,Ute,ARG_LENGTH,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.Ute.TOK_LENGTH,3,Field,mixin,Ute,TOK_LENGTH,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.Ute.getREFINES(),4,Method,mixin,Ute,getREFINES(),SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.Ute.getUnmodifiedTypeExtension(),4,Method,mixin,Ute,getUnmodifiedTypeExtension(),SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.Ute.printorder(),4,Method,mixin,Ute,printorder(),SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.Ute.setParms(AstToken tok0; UnmodifiedTypeExtension arg0),4,Method,mixin,Ute,setParms(AstToken tok0; UnmodifiedTypeExtension arg0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.Ute.setParms(AstToken tok0; UnmodifiedTypeExtension arg0) calls fprivate mixin.Ute.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.Ute.withinRefines,3,Field,mixin,Ute,withinRefines,COMMONERROR,TRUE,FALSE,,TRUE,FALSE,
mixin.Ute.checkForErrors(int stage; String file),4,Method,mixin,Ute,checkForErrors(int stage; String file),COMMONERROR,FALSE,FALSE,,TRUE,FALSE,
mixin.ConSuper,2,Class,mixin,ConSuper,,SYNTAX,FALSE,TRUE,,TRUE,FALSE,mixin.ConSuper calls fprivate mixin.ExplicitConstructorInvocation THEN it also belongs to SYNTAX   
mixin.ConSuper.ARG_LENGTH,3,Field,mixin,ConSuper,ARG_LENGTH,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.ConSuper.TOK_LENGTH,3,Field,mixin,ConSuper,TOK_LENGTH,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.ConSuper.getArguments(),4,Method,mixin,ConSuper,getArguments(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ConSuper.getArguments() calls fprivate mixin.Arguments THEN it also belongs to SYNTAX   
mixin.ConSuper.getPrimDot(),4,Method,mixin,ConSuper,getPrimDot(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ConSuper.getPrimDot() calls fprivate mixin.PrimDot THEN it also belongs to SYNTAX   
mixin.ConSuper.printorder(),4,Method,mixin,ConSuper,printorder(),SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.ConSuper.setParms(AstOptNode arg0; AstToken tok0; Arguments arg1; AstToken tok1),4,Method,mixin,ConSuper,setParms(AstOptNode arg0; AstToken tok0; Arguments arg1; AstToken tok1),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ConSuper.setParms(AstOptNode arg0; AstToken tok0; Arguments arg1; AstToken tok1) calls fprivate mixin.Arguments THEN it also belongs to SYNTAX   
mixin.ConSuper.checkForErrors(int stage; String file),4,Method,mixin,ConSuper,checkForErrors(int stage; String file),COMMONERROR,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_StmtC,2,Class,mixin,AST_StmtC,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_StmtC.ARG_LENGTH,3,Field,mixin,AST_StmtC,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_StmtC.ARG_LENGTH is a child of mixin.AST_StmtC THEN it also is fprivate of SYNTAX   
mixin.AST_StmtC.TOK_LENGTH,3,Field,mixin,AST_StmtC,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_StmtC.TOK_LENGTH is a child of mixin.AST_StmtC THEN it also is fprivate of SYNTAX   
mixin.AST_StmtC.getAST_Stmt(),4,Method,mixin,AST_StmtC,getAST_Stmt(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_StmtC.getAST_Stmt() is a child of mixin.AST_StmtC THEN it also is fprivate of SYNTAX   
mixin.AST_StmtC.getSTM_BEGIN(),4,Method,mixin,AST_StmtC,getSTM_BEGIN(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_StmtC.getSTM_BEGIN() is a child of mixin.AST_StmtC THEN it also is fprivate of SYNTAX   
mixin.AST_StmtC.getSTM_END(),4,Method,mixin,AST_StmtC,getSTM_END(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_StmtC.getSTM_END() is a child of mixin.AST_StmtC THEN it also is fprivate of SYNTAX   
mixin.AST_StmtC.printorder(),4,Method,mixin,AST_StmtC,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_StmtC.printorder() is a child of mixin.AST_StmtC THEN it also is fprivate of SYNTAX   
mixin.AST_StmtC.setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),4,Method,mixin,AST_StmtC,setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_StmtC.setParms(AstToken tok0; AstOptNode arg0; AstToken tok1) calls fprivate mixin.AST_StmtC.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.BlockC,2,Class,mixin,BlockC,,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.BlockC calls fprivate mixin.Block THEN it also belongs to SYNTAX   
mixin.BlockC.ARG_LENGTH,3,Field,mixin,BlockC,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.BlockC.ARG_LENGTH is a child of mixin.BlockC THEN it also is fprivate of SYNTAX   
mixin.BlockC.TOK_LENGTH,3,Field,mixin,BlockC,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.BlockC.TOK_LENGTH is a child of mixin.BlockC THEN it also is fprivate of SYNTAX   
mixin.BlockC.getAST_Stmt(),4,Method,mixin,BlockC,getAST_Stmt(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.BlockC.getAST_Stmt() is a child of mixin.BlockC THEN it also is fprivate of SYNTAX   
mixin.BlockC.printorder(),4,Method,mixin,BlockC,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.BlockC.printorder() is a child of mixin.BlockC THEN it also is fprivate of SYNTAX   
mixin.BlockC.setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),4,Method,mixin,BlockC,setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.BlockC.setParms(AstToken tok0; AstOptNode arg0; AstToken tok1) calls fprivate mixin.BlockC.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.Cla2,2,Class,mixin,Cla2,,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.Cla2 calls fprivate mixin.CastLookahead THEN it also belongs to SYNTAX   
mixin.Cla2.ARG_LENGTH,3,Field,mixin,Cla2,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.Cla2.ARG_LENGTH is a child of mixin.Cla2 THEN it also is fprivate of SYNTAX   
mixin.Cla2.TOK_LENGTH,3,Field,mixin,Cla2,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.Cla2.TOK_LENGTH is a child of mixin.Cla2 THEN it also is fprivate of SYNTAX   
mixin.Cla2.getAST_QualifiedName(),4,Method,mixin,Cla2,getAST_QualifiedName(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.Cla2.getAST_QualifiedName() is a child of mixin.Cla2 THEN it also is fprivate of SYNTAX   
mixin.Cla2.printorder(),4,Method,mixin,Cla2,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.Cla2.printorder() is a child of mixin.Cla2 THEN it also is fprivate of SYNTAX   
mixin.Cla2.setParms(AstToken tok0; AST_QualifiedName arg0; AstToken tok1; AstToken tok2),4,Method,mixin,Cla2,setParms(AstToken tok0; AST_QualifiedName arg0; AstToken tok1; AstToken tok2),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.Cla2.setParms(AstToken tok0; AST_QualifiedName arg0; AstToken tok1; AstToken tok2) calls fprivate mixin.Cla2.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.AST_CatchesElem,2,Class,mixin,AST_CatchesElem,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_CatchesElem.getCatch(),4,Method,mixin,AST_CatchesElem,getCatch(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_CatchesElem.getCatch() calls fprivate mixin.Catch THEN it also belongs to SYNTAX   
mixin.AST_CatchesElem.setParms(Catch arg0),4,Method,mixin,AST_CatchesElem,setParms(Catch arg0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_CatchesElem.setParms(Catch arg0) calls fprivate mixin.Catch THEN it also belongs to SYNTAX   
mixin.AST_ExpStmt,2,Class,mixin,AST_ExpStmt,,SYNTAX,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ExpStmt.MakeAST(String in),4,Method,mixin,AST_ExpStmt,MakeAST(String in),STRINGAST,TRUE,TRUE,,TRUE,FALSE,mixin.AST_ExpStmt.MakeAST(String in) calls fprivate mixin.ParseException THEN it also belongs to KERNEL   
mixin.SmSName,2,Class,mixin,SmSName,,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.SmSName calls fprivate mixin.StartName THEN it also belongs to SYNTAX   
mixin.SmSName.ARG_LENGTH,3,Field,mixin,SmSName,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.SmSName.ARG_LENGTH is a child of mixin.SmSName THEN it also is fprivate of SYNTAX   
mixin.SmSName.TOK_LENGTH,3,Field,mixin,SmSName,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.SmSName.TOK_LENGTH is a child of mixin.SmSName THEN it also is fprivate of SYNTAX   
mixin.SmSName.getQName(),4,Method,mixin,SmSName,getQName(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.SmSName.getQName() is a child of mixin.SmSName THEN it also is fprivate of SYNTAX   
mixin.SmSName.printorder(),4,Method,mixin,SmSName,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.SmSName.printorder() is a child of mixin.SmSName THEN it also is fprivate of SYNTAX   
