Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences
mixin.AST_TypeNameListElem.setParms(TName arg0),4,Method,mixin,AST_TypeNameListElem,setParms(TName arg0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.AST_TypeNameListElem.setParms(TName arg0) is a child of mixin.AST_TypeNameListElem THEN it also is fprivate of SYNTAX   
mixin.ShiftExprChoices,2,Class,mixin,ShiftExprChoices,,SYNTAX,TRUE,FALSE,,FALSE,FALSE,
mixin.True,2,Class,mixin,True,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.BooleanLiteral,2,Class,mixin,BooleanLiteral,,SYNTAX,TRUE,FALSE,,FALSE,FALSE,
mixin.True.ARG_LENGTH,3,Field,mixin,True,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.True.ARG_LENGTH is a child of mixin.True THEN it also is fprivate of SYNTAX   
mixin.True.TOK_LENGTH,3,Field,mixin,True,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.True.TOK_LENGTH is a child of mixin.True THEN it also is fprivate of SYNTAX   
mixin.True.printorder(),4,Method,mixin,True,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.True.printorder() is a child of mixin.True THEN it also is fprivate of SYNTAX   
mixin.True.setParms(AstToken tok0),4,Method,mixin,True,setParms(AstToken tok0),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.True.setParms(AstToken tok0) calls fprivate mixin.True.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.MoreAddExpr,2,Class,mixin,MoreAddExpr,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.AstList,2,Class,mixin,AstList,,KERNEL,FALSE,FALSE,,FALSE,FALSE,
mixin.QuestExpr,2,Class,mixin,QuestExpr,,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.ConditionalExpression,2,Class,mixin,ConditionalExpression,,SYNTAX,TRUE,FALSE,,FALSE,FALSE,
mixin.QuestExpr.ARG_LENGTH,3,Field,mixin,QuestExpr,ARG_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.QuestExpr.ARG_LENGTH is a child of mixin.QuestExpr THEN it also is fprivate of SYNTAX   
mixin.QuestExpr.TOK_LENGTH,3,Field,mixin,QuestExpr,TOK_LENGTH,SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.QuestExpr.TOK_LENGTH is a child of mixin.QuestExpr THEN it also is fprivate of SYNTAX   
mixin.QuestExpr.getConditionalExpression(),4,Method,mixin,QuestExpr,getConditionalExpression(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.QuestExpr.getConditionalExpression() is a child of mixin.QuestExpr THEN it also is fprivate of SYNTAX   
mixin.QuestExpr.getConditionalOrExpression(),4,Method,mixin,QuestExpr,getConditionalOrExpression(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.QuestExpr.getConditionalOrExpression() is a child of mixin.QuestExpr THEN it also is fprivate of SYNTAX   
mixin.ConditionalOrExpression,2,Class,mixin,ConditionalOrExpression,,SYNTAX,TRUE,TRUE,,FALSE,FALSE,mixin.ConditionalOrExpression calls fprivate mixin.ConditionalExpression THEN it also belongs to SYNTAX   
mixin.QuestExpr.getExpression(),4,Method,mixin,QuestExpr,getExpression(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.QuestExpr.getExpression() is a child of mixin.QuestExpr THEN it also is fprivate of SYNTAX   
mixin.Expression,2,Class,mixin,Expression,,SYNTAX,TRUE,FALSE,,FALSE,FALSE,
mixin.QuestExpr.printorder(),4,Method,mixin,QuestExpr,printorder(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.QuestExpr.printorder() is a child of mixin.QuestExpr THEN it also is fprivate of SYNTAX   
mixin.QuestExpr.setParms(ConditionalOrExpression arg0; AstToken tok0; Expression arg1; AstToken tok1; ConditionalExpression arg2),4,Method,mixin,QuestExpr,setParms(ConditionalOrExpression arg0; AstToken tok0; Expression arg1; AstToken tok1; ConditionalExpression arg2),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.QuestExpr.setParms(ConditionalOrExpression arg0; AstToken tok0; Expression arg1; AstToken tok1; ConditionalExpression arg2) calls fprivate mixin.QuestExpr.ARG_LENGTH THEN it also belongs to SYNTAX   
mixin.ConDecl,2,Class,mixin,ConDecl,,SYNTAX,FALSE,FALSE,,TRUE,FALSE,
mixin.ConstructorDeclaration,2,Class,mixin,ConstructorDeclaration,,SYNTAX,FALSE,FALSE,,FALSE,FALSE,
mixin.ConDecl.mangleConstructor(),4,Method,mixin,ConDecl,mangleConstructor(),MIXINBASE,TRUE,FALSE,,TRUE,FALSE,
mixin.ConstructorDeclaration.mangleConstructor(),4,Method,mixin,ConstructorDeclaration,mangleConstructor(),MIXINBASE,TRUE,FALSE,,TRUE,FALSE,
mixin.ConDecl.ARG_LENGTH,3,Field,mixin,ConDecl,ARG_LENGTH,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.ConDecl.TOK_LENGTH,3,Field,mixin,ConDecl,TOK_LENGTH,SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.ConDecl.getAST_Modifiers(),4,Method,mixin,ConDecl,getAST_Modifiers(),SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_Modifiers,2,Class,mixin,AST_Modifiers,,SYNTAX,FALSE,FALSE,,TRUE,FALSE,
mixin.ConDecl.getAST_ParList(),4,Method,mixin,ConDecl,getAST_ParList(),SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_ParList,2,Class,mixin,AST_ParList,,SYNTAX,FALSE,FALSE,,TRUE,FALSE,
mixin.ConDecl.getAST_Stmt(),4,Method,mixin,ConDecl,getAST_Stmt(),SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_Stmt,2,Class,mixin,AST_Stmt,,SYNTAX,FALSE,FALSE,,TRUE,FALSE,
mixin.ConDecl.getExplicitConstructorInvocation(),4,Method,mixin,ConDecl,getExplicitConstructorInvocation(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ConDecl.getExplicitConstructorInvocation() calls fprivate mixin.ExplicitConstructorInvocation THEN it also belongs to SYNTAX   
mixin.ExplicitConstructorInvocation,2,Class,mixin,ExplicitConstructorInvocation,,SYNTAX,TRUE,FALSE,,FALSE,FALSE,
mixin.ConDecl.getQName(),4,Method,mixin,ConDecl,getQName(),SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.ConDecl.getThrowsClause(),4,Method,mixin,ConDecl,getThrowsClause(),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ConDecl.getThrowsClause() calls fprivate mixin.ThrowsClause THEN it also belongs to SYNTAX   
mixin.ThrowsClause,2,Class,mixin,ThrowsClause,,SYNTAX,TRUE,FALSE,,FALSE,FALSE,
mixin.ConDecl.printorder(),4,Method,mixin,ConDecl,printorder(),SYNTAX,TRUE,FALSE,,TRUE,FALSE,
mixin.ConDecl.setParms(AstOptNode arg0; QName arg1; AstToken tok0; AstOptNode arg2; AstToken tok1; AstOptNode arg3; AstToken tok2; AstOptNode arg4; AstOptNode arg5; AstToken tok3),4,Method,mixin,ConDecl,setParms(AstOptNode arg0; QName arg1; AstToken tok0; AstOptNode arg2; AstToken tok1; AstOptNode arg3; AstToken tok2; AstOptNode arg4; AstOptNode arg5; AstToken tok3),SYNTAX,TRUE,TRUE,,TRUE,FALSE,mixin.ConDecl.setParms(AstOptNode arg0; QName arg1; AstToken tok0; AstOptNode arg2; AstToken tok1; AstOptNode arg3; AstToken tok2; AstOptNode arg4; AstOptNode arg5; AstToken tok3) calls fprivate mixin.ConDecl.ARG_LENGTH THEN it also belongs to SYNTAX   
