Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences,User_comment,Member_modifier
mixin.DecNameDim.setParms(QName arg0; AstOptNode arg1),4,Method,mixin,DecNameDim,setParms(QName arg0; AstOptNode arg1),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.LongTyp,2,Class,mixin,LongTyp,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.LongTyp.ARG_LENGTH,3,Field,mixin,LongTyp,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.LongTyp.TOK_LENGTH,3,Field,mixin,LongTyp,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.LongTyp.printorder(),4,Method,mixin,LongTyp,printorder(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.LongTyp.setParms(AstToken tok0),4,Method,mixin,LongTyp,setParms(AstToken tok0),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.PPQualName,2,Class,mixin,PPQualName,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.PrimaryPrefix,2,Class,mixin,PrimaryPrefix,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.PPQualName.ARG_LENGTH,3,Field,mixin,PPQualName,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.PPQualName.TOK_LENGTH,3,Field,mixin,PPQualName,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.PPQualName.getAST_QualifiedName(),4,Method,mixin,PPQualName,getAST_QualifiedName(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.PPQualName.printorder(),4,Method,mixin,PPQualName,printorder(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.PPQualName.setParms(AST_QualifiedName arg0),4,Method,mixin,PPQualName,setParms(AST_QualifiedName arg0),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.Dim,2,Class,mixin,Dim,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.RootClause,2,Class,mixin,RootClause,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.Args,2,Class,mixin,Args,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.Args.ARG_LENGTH,3,Field,mixin,Args,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.Args.TOK_LENGTH,3,Field,mixin,Args,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.Args.getAST_ArgList(),4,Method,mixin,Args,getAST_ArgList(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AST_ArgList,2,Class,mixin,AST_ArgList,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.Args.printorder(),4,Method,mixin,Args,printorder(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.Args.setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),4,Method,mixin,Args,setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AST_Program.compose(AstNode etree; JTSParseTree base; JTSParseTree ext),4,Method,mixin,AST_Program,compose(AstNode etree; JTSParseTree base; JTSParseTree ext),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AST_Program.prepare(JTSParseTree t),4,Method,mixin,AST_Program,prepare(JTSParseTree t),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.isExtension,3,Field,mixin,JTSParseTree,isExtension,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.myParser,3,Field,mixin,JTSParseTree,myParser,,FALSE,FALSE,,TRUE,FALSE,,,package-private
mixin.JTSParseTree.filepath,3,Field,mixin,JTSParseTree,filepath,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.setFlags(boolean typesort; boolean keysort),4,Method,mixin,JTSParseTree,setFlags(boolean typesort; boolean keysort),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.JTSParseTree(String filename),5,Constructor,mixin,JTSParseTree,JTSParseTree(String filename),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.preprocessTree(AST_Program root),4,Method,mixin,JTSParseTree,preprocessTree(AST_Program root),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.phase2(AST_Program root),4,Method,mixin,JTSParseTree,phase2(AST_Program root),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AST_Program.isExtension(),4,Method,mixin,AST_Program,isExtension(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.isExtension(),4,Method,mixin,JTSParseTree,isExtension(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.print(),4,Method,mixin,JTSParseTree,print(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.print2file(String filename),4,Method,mixin,JTSParseTree,print2file(String filename),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.print2file(Writer w),4,Method,mixin,JTSParseTree,print2file(Writer w),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstProperties.open(Writer out),4,Method,mixin,AstProperties,open(Writer out),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.getAspectName(),4,Method,mixin,JTSParseTree,getAspectName(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AST_Program.getAspectName(),4,Method,mixin,AST_Program,getAspectName(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AST_Program.setAspectName(String pname),4,Method,mixin,AST_Program,setAspectName(String pname),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.setPackageName(String pname),4,Method,mixin,JTSParseTree,setPackageName(String pname),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.warningCount(),4,Method,mixin,JTSParseTree,warningCount(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.report(String msg),4,Method,mixin,JTSParseTree,report(String msg),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstNode.report(String msg),4,Method,mixin,AstNode,report(String msg),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JTSParseTree.firstType,3,Field,mixin,JTSParseTree,firstType,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.TypeDeclaration,2,Class,mixin,TypeDeclaration,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.JTSParseTree.lastType,3,Field,mixin,JTSParseTree,lastType,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstNode.warning(String msg),4,Method,mixin,AstNode,warning(String msg),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.R4Feature.AspectDecl,3,Field,mixin,R4Feature,AspectDecl,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.R4Feature.CommonBase,3,Field,mixin,R4Feature,CommonBase,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AST_Program.checkAspect(String filepath),4,Method,mixin,AST_Program,checkAspect(String filepath),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AST_Program.harvestLocalIds(),4,Method,mixin,AST_Program,harvestLocalIds(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.ForStatement,2,Class,mixin,ForStatement,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.AEBod,2,Class,mixin,AEBod,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AEBody,2,Class,mixin,AEBody,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.AEBod.ARG_LENGTH,3,Field,mixin,AEBod,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AEBod.TOK_LENGTH,3,Field,mixin,AEBod,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AEBod.getEqualityExpression(),4,Method,mixin,AEBod,getEqualityExpression(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.EqualityExpression,2,Class,mixin,EqualityExpression,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.AEBod.printorder(),4,Method,mixin,AEBod,printorder(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AEBod.setParms(AstToken tok0; EqualityExpression arg0),4,Method,mixin,AEBod,setParms(AstToken tok0; EqualityExpression arg0),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.SwitchEntryBody,2,Class,mixin,SwitchEntryBody,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.AstProperties.table,3,Field,mixin,AstProperties,table,,FALSE,FALSE,,TRUE,FALSE,,,private
mixin.AstProperties.pw,3,Field,mixin,AstProperties,pw,,FALSE,FALSE,,TRUE,FALSE,,,private
mixin.AstProperties.baos,3,Field,mixin,AstProperties,baos,,FALSE,FALSE,,TRUE,FALSE,,,private
mixin.AstProperties.pwStdOut,3,Field,mixin,AstProperties,pwStdOut,,FALSE,FALSE,,TRUE,FALSE,,,private
mixin.AstProperties.AstProperties(),5,Constructor,mixin,AstProperties,AstProperties(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstProperties.removeProperty(String key),4,Method,mixin,AstProperties,removeProperty(String key),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstProperties.setPw(PrintWriter p),4,Method,mixin,AstProperties,setPw(PrintWriter p),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstProperties.setBaos(ByteArrayOutputStream b),4,Method,mixin,AstProperties,setBaos(ByteArrayOutputStream b),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstProperties.open(String directory; String filename),4,Method,mixin,AstProperties,open(String directory; String filename),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstProperties.open(),4,Method,mixin,AstProperties,open(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstProperties.print(String arg),4,Method,mixin,AstProperties,print(String arg),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstProperties.println(String arg),4,Method,mixin,AstProperties,println(String arg),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstProperties.print(AstNode n),4,Method,mixin,AstProperties,print(AstNode n),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AstProperties.println(AstNode n),4,Method,mixin,AstProperties,println(AstNode n),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.NClassDecl,2,Class,mixin,NClassDecl,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.NestedClassDeclaration,2,Class,mixin,NestedClassDeclaration,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.NClassDecl.ARG_LENGTH,3,Field,mixin,NClassDecl,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.NClassDecl.TOK_LENGTH,3,Field,mixin,NClassDecl,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.NClassDecl.getAST_Modifiers(),4,Method,mixin,NClassDecl,getAST_Modifiers(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.NClassDecl.getUnmodifiedClassDeclaration(),4,Method,mixin,NClassDecl,getUnmodifiedClassDeclaration(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.UnmodifiedClassDeclaration,2,Class,mixin,UnmodifiedClassDeclaration,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.NClassDecl.printorder(),4,Method,mixin,NClassDecl,printorder(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.NClassDecl.setParms(AstOptNode arg0; UnmodifiedClassDeclaration arg1),4,Method,mixin,NClassDecl,setParms(AstOptNode arg0; UnmodifiedClassDeclaration arg1),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AdEBod,2,Class,mixin,AdEBod,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AdEBod.ARG_LENGTH,3,Field,mixin,AdEBod,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AdEBod.TOK_LENGTH,3,Field,mixin,AdEBod,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AdEBod.getAddExprChoices(),4,Method,mixin,AdEBod,getAddExprChoices(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AdEBod.getMultiplicativeExpression(),4,Method,mixin,AdEBod,getMultiplicativeExpression(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.MultiplicativeExpression,2,Class,mixin,MultiplicativeExpression,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.AdEBod.printorder(),4,Method,mixin,AdEBod,printorder(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AdEBod.setParms(AddExprChoices arg0; MultiplicativeExpression arg1),4,Method,mixin,AdEBod,setParms(AddExprChoices arg0; MultiplicativeExpression arg1),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AST_ImportsElem,2,Class,mixin,AST_ImportsElem,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AST_ImportsElem.getImportDeclaration(),4,Method,mixin,AST_ImportsElem,getImportDeclaration(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.AST_ImportsElem.setParms(ImportDeclaration arg0),4,Method,mixin,AST_ImportsElem,setParms(ImportDeclaration arg0),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.ActionDecl,2,Class,mixin,ActionDecl,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.ActionDecl.ARG_LENGTH,3,Field,mixin,ActionDecl,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.ActionDecl.TOK_LENGTH,3,Field,mixin,ActionDecl,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.ActionDecl.getBlock(),4,Method,mixin,ActionDecl,getBlock(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.ActionDecl.getEDGEACTION(),4,Method,mixin,ActionDecl,getEDGEACTION(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.ActionDecl.getQName(),4,Method,mixin,ActionDecl,getQName(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.ActionDecl.printorder(),4,Method,mixin,ActionDecl,printorder(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.ActionDecl.setParms(AstToken tok0; QName arg0; Block arg1),4,Method,mixin,ActionDecl,setParms(AstToken tok0; QName arg0; Block arg1),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.CharLit,2,Class,mixin,CharLit,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.Literal,2,Class,mixin,Literal,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.CharLit.ARG_LENGTH,3,Field,mixin,CharLit,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.CharLit.TOK_LENGTH,3,Field,mixin,CharLit,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.CharLit.getCHARACTER_LITERAL(),4,Method,mixin,CharLit,getCHARACTER_LITERAL(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.CharLit.printorder(),4,Method,mixin,CharLit,printorder(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.CharLit.setParms(AstToken tok0),4,Method,mixin,CharLit,setParms(AstToken tok0),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream,2,Class,mixin,JavaCharStream,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.staticFlag,3,Field,mixin,JavaCharStream,staticFlag,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.hexval(char c),4,Method,mixin,JavaCharStream,hexval(char c),,FALSE,FALSE,,TRUE,FALSE,,,package-private
mixin.JavaCharStream.bufpos,3,Field,mixin,JavaCharStream,bufpos,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.bufsize,3,Field,mixin,JavaCharStream,bufsize,,FALSE,FALSE,,TRUE,FALSE,,,package-private
mixin.JavaCharStream.available,3,Field,mixin,JavaCharStream,available,,FALSE,FALSE,,TRUE,FALSE,,,package-private
mixin.JavaCharStream.tokenBegin,3,Field,mixin,JavaCharStream,tokenBegin,,FALSE,FALSE,,TRUE,FALSE,,,package-private
mixin.JavaCharStream.bufline,3,Field,mixin,JavaCharStream,bufline,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.bufcolumn,3,Field,mixin,JavaCharStream,bufcolumn,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.column,3,Field,mixin,JavaCharStream,column,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.line,3,Field,mixin,JavaCharStream,line,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.prevCharIsCR,3,Field,mixin,JavaCharStream,prevCharIsCR,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.prevCharIsLF,3,Field,mixin,JavaCharStream,prevCharIsLF,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.inputStream,3,Field,mixin,JavaCharStream,inputStream,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.nextCharBuf,3,Field,mixin,JavaCharStream,nextCharBuf,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.buffer,3,Field,mixin,JavaCharStream,buffer,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.maxNextCharInd,3,Field,mixin,JavaCharStream,maxNextCharInd,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.nextCharInd,3,Field,mixin,JavaCharStream,nextCharInd,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.inBuf,3,Field,mixin,JavaCharStream,inBuf,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.tabSize,3,Field,mixin,JavaCharStream,tabSize,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.trackLineColumn,3,Field,mixin,JavaCharStream,trackLineColumn,,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.setTabSize(int i),4,Method,mixin,JavaCharStream,setTabSize(int i),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.getTabSize(),4,Method,mixin,JavaCharStream,getTabSize(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.ExpandBuff(boolean wrapAround),4,Method,mixin,JavaCharStream,ExpandBuff(boolean wrapAround),,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.FillBuff(),4,Method,mixin,JavaCharStream,FillBuff(),,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.backup(int amount),4,Method,mixin,JavaCharStream,backup(int amount),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.ReadByte(),4,Method,mixin,JavaCharStream,ReadByte(),,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.BeginToken(),4,Method,mixin,JavaCharStream,BeginToken(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.readChar(),4,Method,mixin,JavaCharStream,readChar(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.AdjustBuffSize(),4,Method,mixin,JavaCharStream,AdjustBuffSize(),,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.UpdateLineColumn(char c),4,Method,mixin,JavaCharStream,UpdateLineColumn(char c),,FALSE,FALSE,,TRUE,FALSE,,,protected
mixin.JavaCharStream.getColumn(),4,Method,mixin,JavaCharStream,getColumn(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.getLine(),4,Method,mixin,JavaCharStream,getLine(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.getEndColumn(),4,Method,mixin,JavaCharStream,getEndColumn(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.getEndLine(),4,Method,mixin,JavaCharStream,getEndLine(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.getBeginColumn(),4,Method,mixin,JavaCharStream,getBeginColumn(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.getBeginLine(),4,Method,mixin,JavaCharStream,getBeginLine(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.JavaCharStream(java.io.Reader dstream; int startline; int startcolumn; int buffersize),5,Constructor,mixin,JavaCharStream,JavaCharStream(java.io.Reader dstream; int startline; int startcolumn; int buffersize),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.JavaCharStream(java.io.Reader dstream; int startline; int startcolumn),5,Constructor,mixin,JavaCharStream,JavaCharStream(java.io.Reader dstream; int startline; int startcolumn),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.JavaCharStream(java.io.Reader dstream),5,Constructor,mixin,JavaCharStream,JavaCharStream(java.io.Reader dstream),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.ReInit(java.io.Reader dstream; int startline; int startcolumn; int buffersize),4,Method,mixin,JavaCharStream,ReInit(java.io.Reader dstream; int startline; int startcolumn; int buffersize),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.ReInit(java.io.Reader dstream; int startline; int startcolumn),4,Method,mixin,JavaCharStream,ReInit(java.io.Reader dstream; int startline; int startcolumn),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.ReInit(java.io.Reader dstream),4,Method,mixin,JavaCharStream,ReInit(java.io.Reader dstream),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.JavaCharStream(java.io.InputStream dstream; String encoding; int startline; int startcolumn; int buffersize),5,Constructor,mixin,JavaCharStream,JavaCharStream(java.io.InputStream dstream; String encoding; int startline; int startcolumn; int buffersize),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.JavaCharStream(java.io.InputStream dstream; int startline; int startcolumn; int buffersize),5,Constructor,mixin,JavaCharStream,JavaCharStream(java.io.InputStream dstream; int startline; int startcolumn; int buffersize),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.JavaCharStream(java.io.InputStream dstream; String encoding; int startline; int startcolumn),5,Constructor,mixin,JavaCharStream,JavaCharStream(java.io.InputStream dstream; String encoding; int startline; int startcolumn),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.JavaCharStream(java.io.InputStream dstream; int startline; int startcolumn),5,Constructor,mixin,JavaCharStream,JavaCharStream(java.io.InputStream dstream; int startline; int startcolumn),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.JavaCharStream(java.io.InputStream dstream; String encoding),5,Constructor,mixin,JavaCharStream,JavaCharStream(java.io.InputStream dstream; String encoding),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.JavaCharStream(java.io.InputStream dstream),5,Constructor,mixin,JavaCharStream,JavaCharStream(java.io.InputStream dstream),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.ReInit(java.io.InputStream dstream; String encoding; int startline; int startcolumn; int buffersize),4,Method,mixin,JavaCharStream,ReInit(java.io.InputStream dstream; String encoding; int startline; int startcolumn; int buffersize),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.ReInit(java.io.InputStream dstream; int startline; int startcolumn; int buffersize),4,Method,mixin,JavaCharStream,ReInit(java.io.InputStream dstream; int startline; int startcolumn; int buffersize),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.ReInit(java.io.InputStream dstream; String encoding; int startline; int startcolumn),4,Method,mixin,JavaCharStream,ReInit(java.io.InputStream dstream; String encoding; int startline; int startcolumn),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.ReInit(java.io.InputStream dstream; int startline; int startcolumn),4,Method,mixin,JavaCharStream,ReInit(java.io.InputStream dstream; int startline; int startcolumn),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.ReInit(java.io.InputStream dstream; String encoding),4,Method,mixin,JavaCharStream,ReInit(java.io.InputStream dstream; String encoding),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.ReInit(java.io.InputStream dstream),4,Method,mixin,JavaCharStream,ReInit(java.io.InputStream dstream),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.GetImage(),4,Method,mixin,JavaCharStream,GetImage(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.GetSuffix(int len),4,Method,mixin,JavaCharStream,GetSuffix(int len),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.Done(),4,Method,mixin,JavaCharStream,Done(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.adjustBeginLineColumn(int newLine; int newCol),4,Method,mixin,JavaCharStream,adjustBeginLineColumn(int newLine; int newCol),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.JavaCharStream.getTrackLineColumn(),4,Method,mixin,JavaCharStream,getTrackLineColumn(),,FALSE,FALSE,,TRUE,FALSE,,,package-private
mixin.JavaCharStream.setTrackLineColumn(boolean tlc),4,Method,mixin,JavaCharStream,setTrackLineColumn(boolean tlc),,FALSE,FALSE,,TRUE,FALSE,,,package-private
mixin.GtOp,2,Class,mixin,GtOp,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.GtOp.ARG_LENGTH,3,Field,mixin,GtOp,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.GtOp.TOK_LENGTH,3,Field,mixin,GtOp,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.GtOp.printorder(),4,Method,mixin,GtOp,printorder(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.GtOp.setParms(AstToken tok0),4,Method,mixin,GtOp,setParms(AstToken tok0),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.ElseClause,2,Class,mixin,ElseClause,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.PIncExpr,2,Class,mixin,PIncExpr,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.PIncExpr.ARG_LENGTH,3,Field,mixin,PIncExpr,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.PIncExpr.TOK_LENGTH,3,Field,mixin,PIncExpr,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.PIncExpr.getPrimaryExpression(),4,Method,mixin,PIncExpr,getPrimaryExpression(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.PIncExpr.printorder(),4,Method,mixin,PIncExpr,printorder(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.PIncExpr.setParms(AstToken tok0; PrimaryExpression arg0),4,Method,mixin,PIncExpr,setParms(AstToken tok0; PrimaryExpression arg0),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.StrEscape,2,Class,mixin,StrEscape,,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.StringEscape,2,Class,mixin,StringEscape,,,FALSE,FALSE,,FALSE,FALSE,,,public
mixin.StrEscape.ARG_LENGTH,3,Field,mixin,StrEscape,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.StrEscape.TOK_LENGTH,3,Field,mixin,StrEscape,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.StrEscape.getAST_Exp(),4,Method,mixin,StrEscape,getAST_Exp(),,FALSE,FALSE,,TRUE,FALSE,,,public
mixin.StrEscape.getSTR_ESCAPE(),4,Method,mixin,StrEscape,getSTR_ESCAPE(),,FALSE,FALSE,,TRUE,FALSE,,,public
