Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences,User_comment,Member_modifier,Method_Signature,Earliest_bound,Latest_bound,CodeAnnotation,LOC,FWBelongLevel,NeedsLocalConstructor
streams.StreamGang.awaitTasksDone(),4,Method,streams,StreamGang,awaitTasksDone(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected abstract ,awaitTasksDone(),FRAMEWORK,PLUGIN,null,5,1,false
streams.StreamGang.mInput,3,Field,streams,StreamGang,mInput,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,5,1,false
streams.StreamGang.mExecutor,3,Field,streams,StreamGang,mExecutor,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,4,1,false
streams.StreamGang.mCurrentCycle,3,Field,streams,StreamGang,mCurrentCycle,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private final ,,FRAMEWORK,PLUGIN,null,4,1,false
streams.StreamGang.getInput(),4,Method,streams,StreamGang,getInput(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,getInput(),FRAMEWORK,PLUGIN,null,6,1,false
streams.StreamGang<URL>.mInput,3,Field,streams,StreamGang<URL>,mInput,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,0,1,false
streams.StreamGang.setInput(List<URL> input),4,Method,streams,StreamGang,setInput(List<URL> input),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,setInput(List<URL>),FRAMEWORK,PLUGIN,null,6,1,false
streams.StreamGang.setExecutor(Executor executor),4,Method,streams,StreamGang,setExecutor(Executor executor),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,setExecutor(Executor),FRAMEWORK,PLUGIN,null,6,1,false
streams.StreamGang<URL>.mExecutor,3,Field,streams,StreamGang<URL>,mExecutor,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,0,1,false
streams.StreamGang.getExecutor(),4,Method,streams,StreamGang,getExecutor(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,getExecutor(),FRAMEWORK,PLUGIN,null,6,1,false
streams.StreamGang.incrementCycle(),4,Method,streams,StreamGang,incrementCycle(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,incrementCycle(),FRAMEWORK,PLUGIN,null,6,1,false
streams.StreamGang<URL>.mCurrentCycle,3,Field,streams,StreamGang<URL>,mCurrentCycle,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private final ,,FRAMEWORK,PLUGIN,null,0,1,false
streams.StreamGang.currentCycle(),4,Method,streams,StreamGang,currentCycle(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,currentCycle(),FRAMEWORK,PLUGIN,null,6,1,false
utils,1,Package,utils,,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils belongs to FRAMEWORK because it's the only feature in bounds.   ,,,,FRAMEWORK,FRAMEWORK,null,0,3,false
utils.Image,2,Class,utils,Image,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.Image; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   utils.Image; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   utils.Image; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   utils.Image; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.Image; BttF says a static method of a framework class references it utils.Image THEN it also has to belong to FRAMEWORK   utils.Image; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.Image; BttF says a static method of a framework class references it utils.Image THEN it also has to belong to FRAMEWORK   ,,public ,,FRAMEWORK,FRAMEWORK,null,182,1,false
utils.Options,2,Class,utils,Options,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.Options; BttF says a static method of a framework class references it utils.Options THEN it also has to belong to FRAMEWORK   ,,public ,,FRAMEWORK,FRAMEWORK,null,301,1,false
utils.Options.getDirectoryPath(),4,Method,utils,Options,getDirectoryPath(),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.Options.getDirectoryPath(); BttF says a static method of a framework class references it utils.Options.getDirectoryPath() THEN it also has to belong to FRAMEWORK   ,,public ,getDirectoryPath(),FRAMEWORK,FRAMEWORK,null,6,1,false
utils.Options.instance(),4,Method,utils,Options,instance(),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.Options.instance(); BttF says a static method of a framework class references it utils.Options.instance() THEN it also has to belong to FRAMEWORK   ,,public static ,instance(),FRAMEWORK,FRAMEWORK,null,9,1,false
utils.Image.getFileName(),4,Method,utils,Image,getFileName(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getFileName(),FRAMEWORK,PLUGIN,null,7,1,false
utils.Image.getImage(),4,Method,utils,Image,getImage(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getImage(),FRAMEWORK,PLUGIN,null,6,1,false
utils.Image.getSourceURL(),4,Method,utils,Image,getSourceURL(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getSourceURL(),FRAMEWORK,PLUGIN,null,6,1,false
utils.Image.setFilterName(Filter filter),4,Method,utils,Image,setFilterName(Filter filter),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,utils.Image.setFilterName(Filter filter); BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   ,,public ,setFilterName(Filter),FRAMEWORK,FRAMEWORK,null,6,1,false
utils.StreamsUtils,2,Class,utils,StreamsUtils,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.StreamsUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.StreamsUtils; BttF says a static method of a framework class references it utils.StreamsUtils THEN it also has to belong to FRAMEWORK   utils.StreamsUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.StreamsUtils; BttF says a static method of a framework class references it utils.StreamsUtils THEN it also has to belong to FRAMEWORK   utils.StreamsUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.StreamsUtils; BttF says a static method of a framework class references it utils.StreamsUtils THEN it also has to belong to FRAMEWORK   ,,public ,,FRAMEWORK,FRAMEWORK,null,84,1,false
utils.NetUtils,2,Class,utils,NetUtils,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.NetUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.NetUtils; BttF says a static method of a framework class references it utils.NetUtils THEN it also has to belong to FRAMEWORK   utils.NetUtils; BttF says a static method of a framework class references it utils.NetUtils THEN it also has to belong to FRAMEWORK   utils.NetUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.NetUtils; BttF says a static method of a framework class references it utils.NetUtils THEN it also has to belong to FRAMEWORK   utils.NetUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.NetUtils; BttF says a static method of a framework class references it utils.NetUtils THEN it also has to belong to FRAMEWORK   ,,public final ,,FRAMEWORK,FRAMEWORK,null,97,1,false
utils.NetUtils.downloadContent(URL url),4,Method,utils,NetUtils,downloadContent(URL url),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.NetUtils.downloadContent(URL url); BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.NetUtils.downloadContent(URL url); BttF says a static method of a framework class references it utils.NetUtils.downloadContent(URL url) THEN it also has to belong to FRAMEWORK   ,,public static ,downloadContent(URL),FRAMEWORK,FRAMEWORK,null,35,1,false
utils.NetUtils.getFileNameForUrl(URL url),4,Method,utils,NetUtils,getFileNameForUrl(URL url),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.NetUtils.getFileNameForUrl(URL url); BttF says a static method of a framework class references it utils.NetUtils.getFileNameForUrl(URL url) THEN it also has to belong to FRAMEWORK   ,,public static ,getFileNameForUrl(URL),FRAMEWORK,FRAMEWORK,null,17,1,false
utils.Options.parseArgs(String argv[]),4,Method,utils,Options,parseArgs(String argv[]),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,parseArgs(String[]),FRAMEWORK,PLUGIN,null,18,1,false
utils.Options.getUrlIterator(),4,Method,utils,Options,getUrlIterator(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getUrlIterator(),FRAMEWORK,PLUGIN,null,10,1,false
utils.BlockingTask,2,Class,utils,BlockingTask,,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,157,2,false
utils.Image.mImage,3,Field,utils,Image,mImage,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,4,1,false
utils.Image.mSourceUrl,3,Field,utils,Image,mSourceUrl,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,4,1,false
utils.Image.mFilterName,3,Field,utils,Image,mFilterName,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,4,1,false
utils.Image.mSucceeded,3,Field,utils,Image,mSucceeded,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,4,1,false
utils.Image.IMAGE_WIDTH,3,Field,utils,Image,IMAGE_WIDTH,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private final static ,,FRAMEWORK,PLUGIN,null,4,1,false
utils.Image.IMAGE_HEIGHT,3,Field,utils,Image,IMAGE_HEIGHT,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private final static ,,FRAMEWORK,PLUGIN,null,1,1,false
utils.Image.Image(URL sourceURL; byte[] imageData),5,Constructor,utils,Image,Image(URL sourceURL; byte[] imageData),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,Image(URL; byte[]),FRAMEWORK,PLUGIN,null,16,1,false
utils.Image.setImage(byte[] imageData),4,Method,utils,Image,setImage(byte[] imageData),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,setImage(byte[]),FRAMEWORK,PLUGIN,null,12,1,false
utils.Image.Image(URL sourceURL; BufferedImage image),5,Constructor,utils,Image,Image(URL sourceURL; BufferedImage image),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,Image(URL; BufferedImage),FRAMEWORK,PLUGIN,null,15,1,false
utils.Image.setSourceURL(URL url),4,Method,utils,Image,setSourceURL(URL url),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,setSourceURL(URL),FRAMEWORK,PLUGIN,null,7,1,false
utils.Image.getFilterName(),4,Method,utils,Image,getFilterName(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getFilterName(),FRAMEWORK,PLUGIN,null,6,1,false
utils.Image.setSucceeded(boolean succeeded),4,Method,utils,Image,setSucceeded(boolean succeeded),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,setSucceeded(boolean),FRAMEWORK,PLUGIN,null,6,1,false
utils.Image.getSucceeded(),4,Method,utils,Image,getSucceeded(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getSucceeded(),FRAMEWORK,PLUGIN,null,7,1,false
utils.Image.getFormatName(),4,Method,utils,Image,getFormatName(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getFormatName(),FRAMEWORK,PLUGIN,null,10,1,false
utils.StreamsUtils.StreamsUtils(),5,Constructor,utils,StreamsUtils,StreamsUtils(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,StreamsUtils(),FRAMEWORK,PLUGIN,null,5,1,false
utils.StreamsUtils.joinAll(List<CompletableFuture<T>> futureList),4,Method,utils,StreamsUtils,joinAll(List<CompletableFuture<T>> futureList),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,joinAll(List<CompletableFuture<T>>),FRAMEWORK,PLUGIN,null,46,1,false
utils.StreamsUtils.not(Predicate<T> p),4,Method,utils,StreamsUtils,not(Predicate<T> p),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,not(Predicate<T>),FRAMEWORK,PLUGIN,null,9,1,false
utils.StreamsUtils.getNames(Class<? extends Enum<?>> e),4,Method,utils,StreamsUtils,getNames(Class<? extends Enum<?>> e),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,getNames(Class<? extends Enum<?>>),FRAMEWORK,PLUGIN,null,16,1,false
utils.BlockingTask.TAG,3,Field,utils,BlockingTask,TAG,PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.TAG; BttF says it's a child of utils.BlockingTask THEN it also is fprivate of PLUGIN   ,,private final static ,,PLUGIN,PLUGIN,null,4,2,false
utils.BlockingTask.BlockingTask(),5,Constructor,utils,BlockingTask,BlockingTask(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.BlockingTask(); BttF says it's a child of utils.BlockingTask THEN it also is fprivate of PLUGIN   ,,private ,BlockingTask(),PLUGIN,PLUGIN,null,5,2,false
utils.BlockingTask.callInManagedBlock(final Supplier<T> supplier),4,Method,utils,BlockingTask,callInManagedBlock(final Supplier<T> supplier),PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.callInManagedBlock(final Supplier<T> supplier); BttF says it's a child of utils.BlockingTask THEN it also is fprivate of PLUGIN   ,,public static ,callInManagedBlock(Supplier<T>),PLUGIN,PLUGIN,null,24,2,false
utils.BlockingTask.SupplierManagedBlock<T>,2,Class,utils.BlockingTask,SupplierManagedBlock<T>,,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,private static ,,FRAMEWORK,PLUGIN,null,0,2,false
utils.BlockingTask.runInManagedBlock(final Runnable runnable),4,Method,utils,BlockingTask,runInManagedBlock(final Runnable runnable),PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.runInManagedBlock(final Runnable runnable); BttF says it's a child of utils.BlockingTask THEN it also is fprivate of PLUGIN   ,,public static ,runInManagedBlock(Runnable),PLUGIN,PLUGIN,null,16,2,false
utils.BlockingTask.RunnableManagedBlock,2,Class,utils.BlockingTask,RunnableManagedBlock,,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,private static ,,FRAMEWORK,PLUGIN,null,14,2,false
utils.BlockingTask.SupplierManagedBlock,2,Class,utils.BlockingTask,SupplierManagedBlock,,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,private static ,,FRAMEWORK,PLUGIN,null,16,2,false
utils.BlockingTask.SupplierManagedBlock.mSupplier,3,Field,utils.BlockingTask,SupplierManagedBlock,mSupplier,PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.SupplierManagedBlock.mSupplier; BttF says it's a child of utils.BlockingTask.SupplierManagedBlock THEN it also is fprivate of PLUGIN   ,,private final ,,PLUGIN,PLUGIN,null,4,2,false
utils.BlockingTask.SupplierManagedBlock.mResult,3,Field,utils.BlockingTask,SupplierManagedBlock,mResult,PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.SupplierManagedBlock.mResult; BttF says it's a child of utils.BlockingTask.SupplierManagedBlock THEN it also is fprivate of PLUGIN   ,,private ,,PLUGIN,PLUGIN,null,4,2,false
utils.BlockingTask.SupplierManagedBlock.mDone,3,Field,utils.BlockingTask,SupplierManagedBlock,mDone,PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.SupplierManagedBlock.mDone; BttF says it's a child of utils.BlockingTask.SupplierManagedBlock THEN it also is fprivate of PLUGIN   ,,private ,,PLUGIN,PLUGIN,null,4,2,false
utils.BlockingTask.SupplierManagedBlock.SupplierManagedBlock(final Supplier<T> supplier),5,Constructor,utils.BlockingTask,SupplierManagedBlock,SupplierManagedBlock(final Supplier<T> supplier),PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.SupplierManagedBlock.SupplierManagedBlock(final Supplier<T> supplier); BttF says it's a child of utils.BlockingTask.SupplierManagedBlock THEN it also is fprivate of PLUGIN   ,,private ,SupplierManagedBlock(Supplier<T>),PLUGIN,PLUGIN,null,6,2,false
utils.BlockingTask.SupplierManagedBlock<T>.mSupplier,3,Field,utils.BlockingTask,SupplierManagedBlock<T>,mSupplier,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,private final ,,FRAMEWORK,PLUGIN,null,0,2,false
utils.BlockingTask.SupplierManagedBlock.block(),4,Method,utils.BlockingTask,SupplierManagedBlock,block(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.SupplierManagedBlock.block(); BttF says it's a child of utils.BlockingTask.SupplierManagedBlock THEN it also is fprivate of PLUGIN   ,,public ,block(),PLUGIN,PLUGIN,@Override,10,2,false
utils.BlockingTask.SupplierManagedBlock<T>.mResult,3,Field,utils.BlockingTask,SupplierManagedBlock<T>,mResult,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,0,2,false
utils.BlockingTask.SupplierManagedBlock<T>.mDone,3,Field,utils.BlockingTask,SupplierManagedBlock<T>,mDone,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,0,2,false
utils.BlockingTask.SupplierManagedBlock.isReleasable(),4,Method,utils.BlockingTask,SupplierManagedBlock,isReleasable(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.SupplierManagedBlock.isReleasable(); BttF says it's a child of utils.BlockingTask.SupplierManagedBlock THEN it also is fprivate of PLUGIN   ,,public ,isReleasable(),PLUGIN,PLUGIN,@Override,8,2,false
utils.BlockingTask.SupplierManagedBlock.getResult(),4,Method,utils.BlockingTask,SupplierManagedBlock,getResult(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.SupplierManagedBlock.getResult(); BttF says it's a child of utils.BlockingTask.SupplierManagedBlock THEN it also is fprivate of PLUGIN   ,,,getResult(),PLUGIN,PLUGIN,null,6,2,false
utils.BlockingTask.RunnableManagedBlock.mRunnable,3,Field,utils.BlockingTask,RunnableManagedBlock,mRunnable,PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.RunnableManagedBlock.mRunnable; BttF says it's a child of utils.BlockingTask.RunnableManagedBlock THEN it also is fprivate of PLUGIN   ,,private final ,,PLUGIN,PLUGIN,null,4,2,false
utils.BlockingTask.RunnableManagedBlock.mDone,3,Field,utils.BlockingTask,RunnableManagedBlock,mDone,PLUGIN,TRUE,TRUE,,TRUE,FALSE,utils.BlockingTask.RunnableManagedBlock.mDone; BttF says it's a child of utils.BlockingTask.RunnableManagedBlock THEN it also is fprivate of PLUGIN   ,,private ,,PLUGIN,PLUGIN,null,4,2,false
utils.BlockingTask.RunnableManagedBlock.RunnableManagedBlock(final Runnable runnable),5,Constructor,utils.BlockingTask,RunnableManagedBlock,RunnableManagedBlock(final Runnable runnable),PLUGIN,FALSE,TRUE,,TRUE,FALSE,utils.BlockingTask.RunnableManagedBlock.RunnableManagedBlock(final Runnable runnable); BttF says since it calls fprivate utils.BlockingTask.RunnableManagedBlock.mRunnable THEN it also belongs to PLUGIN   ,,private ,RunnableManagedBlock(Runnable),PLUGIN,PLUGIN,null,6,2,false
utils.BlockingTask.RunnableManagedBlock.block(),4,Method,utils.BlockingTask,RunnableManagedBlock,block(),PLUGIN,FALSE,TRUE,,TRUE,FALSE,utils.BlockingTask.RunnableManagedBlock.block(); BttF says since it calls fprivate utils.BlockingTask.RunnableManagedBlock.mRunnable THEN it also belongs to PLUGIN   ,,public ,block(),PLUGIN,PLUGIN,@Override,10,2,false
utils.BlockingTask.RunnableManagedBlock.isReleasable(),4,Method,utils.BlockingTask,RunnableManagedBlock,isReleasable(),PLUGIN,FALSE,TRUE,,TRUE,FALSE,utils.BlockingTask.RunnableManagedBlock.isReleasable(); BttF says since it calls fprivate utils.BlockingTask.RunnableManagedBlock.mDone THEN it also belongs to PLUGIN   ,,public ,isReleasable(),PLUGIN,PLUGIN,@Override,8,2,false
utils.ExceptionUtils,2,Class,utils,ExceptionUtils,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.ExceptionUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it utils.ExceptionUtils THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it utils.ExceptionUtils THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it utils.ExceptionUtils THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it utils.ExceptionUtils THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it utils.ExceptionUtils THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it utils.ExceptionUtils THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils; BttF says a static method of a framework class references it utils.ExceptionUtils THEN it also has to belong to FRAMEWORK   ,,public final ,,FRAMEWORK,FRAMEWORK,null,31,1,false
utils.ExceptionUtils.Consumer_WithExceptions,2,Class,utils.ExceptionUtils,Consumer_WithExceptions,,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,,FRAMEWORK,PLUGIN,@FunctionalInterface,6,1,false
utils.ExceptionUtils.Consumer_WithExceptions.accept(T t),4,Method,utils.ExceptionUtils,Consumer_WithExceptions,accept(T t),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,accept(T),FRAMEWORK,PLUGIN,@FunctionalInterface,1,1,false
utils.ExceptionUtils.Function_WithExceptions,2,Class,utils.ExceptionUtils,Function_WithExceptions,,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,,FRAMEWORK,PLUGIN,@FunctionalInterface,6,1,false
utils.ExceptionUtils.Function_WithExceptions.apply(T t),4,Method,utils.ExceptionUtils,Function_WithExceptions,apply(T t),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,apply(T),FRAMEWORK,PLUGIN,@FunctionalInterface,1,1,false
utils.ExceptionUtils.Supplier_WithExceptions,2,Class,utils.ExceptionUtils,Supplier_WithExceptions,,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,,FRAMEWORK,PLUGIN,@FunctionalInterface,6,1,false
utils.ExceptionUtils.Supplier_WithExceptions.get(),4,Method,utils.ExceptionUtils,Supplier_WithExceptions,get(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,get(),FRAMEWORK,PLUGIN,@FunctionalInterface,1,1,false
utils.ExceptionUtils.Runnable_WithExceptions,2,Class,utils.ExceptionUtils,Runnable_WithExceptions,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.ExceptionUtils.Runnable_WithExceptions; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils.Runnable_WithExceptions; BttF says a static method of a framework class references it utils.ExceptionUtils.Runnable_WithExceptions THEN it also has to belong to FRAMEWORK   ,,public static ,,FRAMEWORK,FRAMEWORK,@FunctionalInterface,6,1,false
utils.ExceptionUtils.Runnable_WithExceptions.accept(),4,Method,utils.ExceptionUtils,Runnable_WithExceptions,accept(),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.ExceptionUtils.Runnable_WithExceptions.accept(); BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils.Runnable_WithExceptions.accept(); BttF says a static method of a framework class references it utils.ExceptionUtils.Runnable_WithExceptions.accept() THEN it also has to belong to FRAMEWORK   ,,public abstract ,accept(),FRAMEWORK,PLUGIN,@FunctionalInterface,1,1,false
utils.ExceptionUtils.rethrowConsumer(Consumer_WithExceptions<T> consumer),4,Method,utils,ExceptionUtils,rethrowConsumer(Consumer_WithExceptions<T> consumer),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,rethrowConsumer(Consumer_WithExceptions<T>),FRAMEWORK,PLUGIN,null,21,1,false
utils.ExceptionUtils.Consumer_WithExceptions<T>,2,Class,utils.ExceptionUtils,Consumer_WithExceptions<T>,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.ExceptionUtils.Consumer_WithExceptions<T>; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils.Consumer_WithExceptions<T>; BttF says a static method of a framework class references it utils.ExceptionUtils.Consumer_WithExceptions<T> THEN it also has to belong to FRAMEWORK   ,,public static ,,FRAMEWORK,PLUGIN,null,0,1,false
utils.ExceptionUtils.rethrowFunction(Function_WithExceptions<T; R> function),4,Method,utils,ExceptionUtils,rethrowFunction(Function_WithExceptions<T; R> function),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,rethrowFunction(Function_WithExceptions<T;R>),FRAMEWORK,PLUGIN,null,22,1,false
utils.ExceptionUtils.Function_WithExceptions<T;R>,2,Class,utils.ExceptionUtils,Function_WithExceptions<T;R>,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.ExceptionUtils.Function_WithExceptions<T;R>; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils.Function_WithExceptions<T;R>; BttF says a static method of a framework class references it utils.ExceptionUtils.Function_WithExceptions<T;R> THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils.Function_WithExceptions<T;R>; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils.Function_WithExceptions<T;R>; BttF says a static method of a framework class references it utils.ExceptionUtils.Function_WithExceptions<T;R> THEN it also has to belong to FRAMEWORK   ,,public static ,,FRAMEWORK,PLUGIN,null,0,1,false
utils.ExceptionUtils.rethrowSupplier(Supplier_WithExceptions<T> function),4,Method,utils,ExceptionUtils,rethrowSupplier(Supplier_WithExceptions<T> function),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,rethrowSupplier(Supplier_WithExceptions<T>),FRAMEWORK,PLUGIN,null,14,1,false
