Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences
mixin.MethodDcl.getMethodDeclarator(),4,Method,mixin,MethodDcl,getMethodDeclarator(),,FALSE,FALSE,,TRUE,FALSE,
mixin.MethodDcl.getThrowsClause(),4,Method,mixin,MethodDcl,getThrowsClause(),,FALSE,FALSE,,TRUE,FALSE,
mixin.MethodDcl.printorder(),4,Method,mixin,MethodDcl,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.MethodDcl.setParms(AstOptNode arg0; AST_TypeName arg1; MethodDeclarator arg2; AstOptNode arg3; MethodDeclSuffix arg4),4,Method,mixin,MethodDcl,setParms(AstOptNode arg0; AST_TypeName arg1; MethodDeclarator arg2; AstOptNode arg3; MethodDeclSuffix arg4),,FALSE,FALSE,,TRUE,FALSE,
mixin.MethodDcl.seenSUPER,3,Field,mixin,MethodDcl,seenSUPER,,FALSE,FALSE,,TRUE,FALSE,
mixin.MethodDcl.seensuper,3,Field,mixin,MethodDcl,seensuper,,FALSE,FALSE,,TRUE,FALSE,
mixin.MethodDcl.checkForErrors(int stage; String file),4,Method,mixin,MethodDcl,checkForErrors(int stage; String file),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstNode.error(AstTokenInterface t; String msg),4,Method,mixin,AstNode,error(AstTokenInterface t; String msg),,FALSE,FALSE,,TRUE,FALSE,
mixin.QName.GetName(),4,Method,mixin,QName,GetName(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AssnOr,2,Class,mixin,AssnOr,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.AssignmentOperator,2,Class,mixin,AssignmentOperator,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.AssnOr.ARG_LENGTH,3,Field,mixin,AssnOr,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AssnOr.TOK_LENGTH,3,Field,mixin,AssnOr,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AssnOr.printorder(),4,Method,mixin,AssnOr,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AssnOr.setParms(AstToken tok0),4,Method,mixin,AssnOr,setParms(AstToken tok0),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ModifiersElem,2,Class,mixin,AST_ModifiersElem,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_ModifiersElem.getModifier(),4,Method,mixin,AST_ModifiersElem,getModifier(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ModifiersElem.setParms(Modifier arg0),4,Method,mixin,AST_ModifiersElem,setParms(Modifier arg0),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_TypeNameList.MakeAST(String in),4,Method,mixin,AST_TypeNameList,MakeAST(String in),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ExpC,2,Class,mixin,AST_ExpC,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_ExpC.ARG_LENGTH,3,Field,mixin,AST_ExpC,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ExpC.TOK_LENGTH,3,Field,mixin,AST_ExpC,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ExpC.getAST_Exp(),4,Method,mixin,AST_ExpC,getAST_Exp(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ExpC.getEXP_BEGIN(),4,Method,mixin,AST_ExpC,getEXP_BEGIN(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ExpC.getEXP_END(),4,Method,mixin,AST_ExpC,getEXP_END(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ExpC.printorder(),4,Method,mixin,AST_ExpC,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ExpC.setParms(AstToken tok0; AST_Exp arg0; AstToken tok1),4,Method,mixin,AST_ExpC,setParms(AstToken tok0; AST_Exp arg0; AstToken tok1),,FALSE,FALSE,,TRUE,FALSE,
mixin.MEBod,2,Class,mixin,MEBod,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.MEBod.ARG_LENGTH,3,Field,mixin,MEBod,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.MEBod.TOK_LENGTH,3,Field,mixin,MEBod,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.MEBod.getMultExprChoices(),4,Method,mixin,MEBod,getMultExprChoices(),,FALSE,FALSE,,TRUE,FALSE,
mixin.MEBod.getUnaryExpression(),4,Method,mixin,MEBod,getUnaryExpression(),,FALSE,FALSE,,TRUE,FALSE,
mixin.MEBod.printorder(),4,Method,mixin,MEBod,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.MEBod.setParms(MultExprChoices arg0; UnaryExpression arg1),4,Method,mixin,MEBod,setParms(MultExprChoices arg0; UnaryExpression arg1),,FALSE,FALSE,,TRUE,FALSE,
mixin.SmExtends,2,Class,mixin,SmExtends,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.SmExtends.ARG_LENGTH,3,Field,mixin,SmExtends,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.SmExtends.TOK_LENGTH,3,Field,mixin,SmExtends,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.SmExtends.getExtendsClause(),4,Method,mixin,SmExtends,getExtendsClause(),,FALSE,FALSE,,TRUE,FALSE,
mixin.ExtendsClause,2,Class,mixin,ExtendsClause,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.SmExtends.printorder(),4,Method,mixin,SmExtends,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.SmExtends.setParms(ExtendsClause arg0),4,Method,mixin,SmExtends,setParms(ExtendsClause arg0),,FALSE,FALSE,,TRUE,FALSE,
mixin.TNClass,2,Class,mixin,TNClass,,syntax,FALSE,FALSE,,TRUE,FALSE,
mixin.TNClass.GetName(),4,Method,mixin,TNClass,GetName(),,FALSE,FALSE,,TRUE,FALSE,
mixin.TName.GetName(),4,Method,mixin,TName,GetName(),,FALSE,FALSE,,TRUE,FALSE,
mixin.TNClass.ARG_LENGTH,3,Field,mixin,TNClass,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.TNClass.TOK_LENGTH,3,Field,mixin,TNClass,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.TNClass.getAST_TypeName(),4,Method,mixin,TNClass,getAST_TypeName(),,FALSE,FALSE,,TRUE,FALSE,
mixin.TNClass.printorder(),4,Method,mixin,TNClass,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.TNClass.setParms(AST_TypeName arg0),4,Method,mixin,TNClass,setParms(AST_TypeName arg0),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ParListC,2,Class,mixin,AST_ParListC,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_ParListC.ARG_LENGTH,3,Field,mixin,AST_ParListC,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ParListC.TOK_LENGTH,3,Field,mixin,AST_ParListC,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ParListC.getAST_ParList(),4,Method,mixin,AST_ParListC,getAST_ParList(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ParListC.getPLST_BEGIN(),4,Method,mixin,AST_ParListC,getPLST_BEGIN(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ParListC.getPLST_END(),4,Method,mixin,AST_ParListC,getPLST_END(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ParListC.printorder(),4,Method,mixin,AST_ParListC,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_ParListC.setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),4,Method,mixin,AST_ParListC,setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_FieldDeclC,2,Class,mixin,AST_FieldDeclC,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_FieldDeclC.ARG_LENGTH,3,Field,mixin,AST_FieldDeclC,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_FieldDeclC.TOK_LENGTH,3,Field,mixin,AST_FieldDeclC,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_FieldDeclC.getAST_FieldDecl(),4,Method,mixin,AST_FieldDeclC,getAST_FieldDecl(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_FieldDeclC.getMTH_BEGIN(),4,Method,mixin,AST_FieldDeclC,getMTH_BEGIN(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_FieldDeclC.getMTH_END(),4,Method,mixin,AST_FieldDeclC,getMTH_END(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_FieldDeclC.printorder(),4,Method,mixin,AST_FieldDeclC,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_FieldDeclC.setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),4,Method,mixin,AST_FieldDeclC,setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),,FALSE,FALSE,,TRUE,FALSE,
mixin.ExDimBody,2,Class,mixin,ExDimBody,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.JakartaSST.checkForErrors(int stage; String file),4,Method,mixin,JakartaSST,checkForErrors(int stage; String file),,FALSE,FALSE,,TRUE,FALSE,
mixin.JakartaSST.mangleLocalIds(int stage),4,Method,mixin,JakartaSST,mangleLocalIds(int stage),,FALSE,FALSE,,TRUE,FALSE,
mixin.ModEscape,2,Class,mixin,ModEscape,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.ModEscape.ARG_LENGTH,3,Field,mixin,ModEscape,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.ModEscape.TOK_LENGTH,3,Field,mixin,ModEscape,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.ModEscape.getAST_Exp(),4,Method,mixin,ModEscape,getAST_Exp(),,FALSE,FALSE,,TRUE,FALSE,
mixin.ModEscape.getMOD_ESCAPE(),4,Method,mixin,ModEscape,getMOD_ESCAPE(),,FALSE,FALSE,,TRUE,FALSE,
mixin.ModEscape.printorder(),4,Method,mixin,ModEscape,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.ModEscape.setParms(AstToken tok0; AstToken tok1; AST_Exp arg0; AstToken tok2),4,Method,mixin,ModEscape,setParms(AstToken tok0; AstToken tok1; AST_Exp arg0; AstToken tok2),,FALSE,FALSE,,TRUE,FALSE,
mixin.ModEscape.checkForErrors(int stage; String file),4,Method,mixin,ModEscape,checkForErrors(int stage; String file),,FALSE,FALSE,,TRUE,FALSE,
mixin.ModEscape.mangleLocalIds(int stage),4,Method,mixin,ModEscape,mangleLocalIds(int stage),,FALSE,FALSE,,TRUE,FALSE,
mixin.AdditiveExpression,2,Class,mixin,AdditiveExpression,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.ModStatic,2,Class,mixin,ModStatic,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.ModStatic.ARG_LENGTH,3,Field,mixin,ModStatic,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.ModStatic.TOK_LENGTH,3,Field,mixin,ModStatic,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.ModStatic.getSTATIC(),4,Method,mixin,ModStatic,getSTATIC(),,FALSE,FALSE,,TRUE,FALSE,
mixin.ModStatic.printorder(),4,Method,mixin,ModStatic,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.ModStatic.setParms(AstToken tok0),4,Method,mixin,ModStatic,setParms(AstToken tok0),,FALSE,FALSE,,TRUE,FALSE,
mixin.VarAssignC,2,Class,mixin,VarAssignC,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.VarAssign,2,Class,mixin,VarAssign,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.VarAssignC.ARG_LENGTH,3,Field,mixin,VarAssignC,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.VarAssignC.TOK_LENGTH,3,Field,mixin,VarAssignC,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.VarAssignC.getAST_VarInit(),4,Method,mixin,VarAssignC,getAST_VarInit(),,FALSE,FALSE,,TRUE,FALSE,
mixin.VarAssignC.printorder(),4,Method,mixin,VarAssignC,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.VarAssignC.setParms(AstToken tok0; AST_VarInit arg0),4,Method,mixin,VarAssignC,setParms(AstToken tok0; AST_VarInit arg0),,FALSE,FALSE,,TRUE,FALSE,
mixin.IOEBod,2,Class,mixin,IOEBod,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.IOEBody,2,Class,mixin,IOEBody,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.IOEBod.ARG_LENGTH,3,Field,mixin,IOEBod,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.IOEBod.TOK_LENGTH,3,Field,mixin,IOEBod,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.IOEBod.getExclusiveOrExpression(),4,Method,mixin,IOEBod,getExclusiveOrExpression(),,FALSE,FALSE,,TRUE,FALSE,
mixin.IOEBod.printorder(),4,Method,mixin,IOEBod,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.IOEBod.setParms(AstToken tok0; ExclusiveOrExpression arg0),4,Method,mixin,IOEBod,setParms(AstToken tok0; ExclusiveOrExpression arg0),,FALSE,FALSE,,TRUE,FALSE,
mixin.StatementExpressionListElem,2,Class,mixin,StatementExpressionListElem,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.StatementExpressionListElem.getStatementExpression(),4,Method,mixin,StatementExpressionListElem,getStatementExpression(),,FALSE,FALSE,,TRUE,FALSE,
mixin.StatementExpressionListElem.setParms(AstToken tok0; StatementExpression arg0),4,Method,mixin,StatementExpressionListElem,setParms(AstToken tok0; StatementExpression arg0),,FALSE,FALSE,,TRUE,FALSE,
mixin.StatementExpressionListElem.setParms(StatementExpression arg0),4,Method,mixin,StatementExpressionListElem,setParms(StatementExpression arg0),,FALSE,FALSE,,TRUE,FALSE,
mixin.VoidTyp,2,Class,mixin,VoidTyp,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.VoidTyp.ARG_LENGTH,3,Field,mixin,VoidTyp,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.VoidTyp.TOK_LENGTH,3,Field,mixin,VoidTyp,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.VoidTyp.printorder(),4,Method,mixin,VoidTyp,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.VoidTyp.setParms(AstToken tok0),4,Method,mixin,VoidTyp,setParms(AstToken tok0),,FALSE,FALSE,,TRUE,FALSE,
mixin.LitLA,2,Class,mixin,LitLA,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.LitLA.ARG_LENGTH,3,Field,mixin,LitLA,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.LitLA.TOK_LENGTH,3,Field,mixin,LitLA,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.LitLA.getLiteral(),4,Method,mixin,LitLA,getLiteral(),,FALSE,FALSE,,TRUE,FALSE,
mixin.PrimaryPrefix,2,Class,mixin,PrimaryPrefix,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.LitLA.printorder(),4,Method,mixin,LitLA,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.LitLA.setParms(Literal arg0),4,Method,mixin,LitLA,setParms(Literal arg0),,FALSE,FALSE,,TRUE,FALSE,
mixin.AnonClass,2,Class,mixin,AnonClass,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.AnonClass.ARG_LENGTH,3,Field,mixin,AnonClass,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AnonClass.TOK_LENGTH,3,Field,mixin,AnonClass,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AnonClass.getArguments(),4,Method,mixin,AnonClass,getArguments(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AnonClass.getClassBody(),4,Method,mixin,AnonClass,getClassBody(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AnonClass.printorder(),4,Method,mixin,AnonClass,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AnonClass.setParms(Arguments arg0; AstOptNode arg1),4,Method,mixin,AnonClass,setParms(Arguments arg0; AstOptNode arg1),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_CatchesC,2,Class,mixin,AST_CatchesC,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_CatchesC.ARG_LENGTH,3,Field,mixin,AST_CatchesC,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_CatchesC.TOK_LENGTH,3,Field,mixin,AST_CatchesC,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_CatchesC.getAST_Catches(),4,Method,mixin,AST_CatchesC,getAST_Catches(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_CatchesC.getCAT_BEGIN(),4,Method,mixin,AST_CatchesC,getCAT_BEGIN(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_CatchesC.getCAT_END(),4,Method,mixin,AST_CatchesC,getCAT_END(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_CatchesC.printorder(),4,Method,mixin,AST_CatchesC,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_CatchesC.setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),4,Method,mixin,AST_CatchesC,setParms(AstToken tok0; AstOptNode arg0; AstToken tok1),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_VarDeclElem,2,Class,mixin,AST_VarDeclElem,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.AST_VarDeclElem.getVariableDeclarator(),4,Method,mixin,AST_VarDeclElem,getVariableDeclarator(),,FALSE,FALSE,,TRUE,FALSE,
mixin.VariableDeclarator,2,Class,mixin,VariableDeclarator,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.AST_VarDeclElem.setParms(AstToken tok0; VariableDeclarator arg0),4,Method,mixin,AST_VarDeclElem,setParms(AstToken tok0; VariableDeclarator arg0),,FALSE,FALSE,,TRUE,FALSE,
mixin.AST_VarDeclElem.setParms(VariableDeclarator arg0),4,Method,mixin,AST_VarDeclElem,setParms(VariableDeclarator arg0),,FALSE,FALSE,,TRUE,FALSE,
mixin.ObjAllocExpr,2,Class,mixin,ObjAllocExpr,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.AllocationExpression,2,Class,mixin,AllocationExpression,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.ObjAllocExpr.ARG_LENGTH,3,Field,mixin,ObjAllocExpr,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.ObjAllocExpr.TOK_LENGTH,3,Field,mixin,ObjAllocExpr,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.ObjAllocExpr.getAST_QualifiedName(),4,Method,mixin,ObjAllocExpr,getAST_QualifiedName(),,FALSE,FALSE,,TRUE,FALSE,
mixin.ObjAllocExpr.getAllocExprChoices(),4,Method,mixin,ObjAllocExpr,getAllocExprChoices(),,FALSE,FALSE,,TRUE,FALSE,
mixin.ObjAllocExpr.printorder(),4,Method,mixin,ObjAllocExpr,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.ObjAllocExpr.setParms(AstToken tok0; AST_QualifiedName arg0; AllocExprChoices arg1),4,Method,mixin,ObjAllocExpr,setParms(AstToken tok0; AST_QualifiedName arg0; AllocExprChoices arg1),,FALSE,FALSE,,TRUE,FALSE,
mixin.ForStatement,2,Class,mixin,ForStatement,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.PIExpr,2,Class,mixin,PIExpr,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.PIExpr.ARG_LENGTH,3,Field,mixin,PIExpr,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.PIExpr.TOK_LENGTH,3,Field,mixin,PIExpr,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.PIExpr.getPreIncrementExpression(),4,Method,mixin,PIExpr,getPreIncrementExpression(),,FALSE,FALSE,,TRUE,FALSE,
mixin.PreIncrementExpression,2,Class,mixin,PreIncrementExpression,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.PIExpr.printorder(),4,Method,mixin,PIExpr,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.PIExpr.setParms(PreIncrementExpression arg0),4,Method,mixin,PIExpr,setParms(PreIncrementExpression arg0),,FALSE,FALSE,,TRUE,FALSE,
mixin.WhileStm,2,Class,mixin,WhileStm,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.WhileStatement,2,Class,mixin,WhileStatement,,syntax,TRUE,FALSE,,FALSE,FALSE,
mixin.WhileStm.ARG_LENGTH,3,Field,mixin,WhileStm,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.WhileStm.TOK_LENGTH,3,Field,mixin,WhileStm,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.WhileStm.getExpression(),4,Method,mixin,WhileStm,getExpression(),,FALSE,FALSE,,TRUE,FALSE,
mixin.WhileStm.getStatement(),4,Method,mixin,WhileStm,getStatement(),,FALSE,FALSE,,TRUE,FALSE,
mixin.WhileStm.printorder(),4,Method,mixin,WhileStm,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.WhileStm.setParms(AstToken tok0; AstToken tok1; Expression arg0; AstToken tok2; Statement arg1),4,Method,mixin,WhileStm,setParms(AstToken tok0; AstToken tok1; Expression arg0; AstToken tok2; Statement arg1),,FALSE,FALSE,,TRUE,FALSE,
mixin.EnterDecl,2,Class,mixin,EnterDecl,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.EnterDecl.ARG_LENGTH,3,Field,mixin,EnterDecl,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.EnterDecl.TOK_LENGTH,3,Field,mixin,EnterDecl,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.EnterDecl.getBlock(),4,Method,mixin,EnterDecl,getBlock(),,FALSE,FALSE,,TRUE,FALSE,
mixin.EnterDecl.getENTER(),4,Method,mixin,EnterDecl,getENTER(),,FALSE,FALSE,,TRUE,FALSE,
mixin.EnterDecl.getQName(),4,Method,mixin,EnterDecl,getQName(),,FALSE,FALSE,,TRUE,FALSE,
mixin.EnterDecl.printorder(),4,Method,mixin,EnterDecl,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.EnterDecl.setParms(AstToken tok0; QName arg0; Block arg1),4,Method,mixin,EnterDecl,setParms(AstToken tok0; QName arg0; Block arg1),,FALSE,FALSE,,TRUE,FALSE,
mixin.DoubleTyp,2,Class,mixin,DoubleTyp,,syntax,TRUE,FALSE,,TRUE,FALSE,
mixin.DoubleTyp.ARG_LENGTH,3,Field,mixin,DoubleTyp,ARG_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.DoubleTyp.TOK_LENGTH,3,Field,mixin,DoubleTyp,TOK_LENGTH,,FALSE,FALSE,,TRUE,FALSE,
mixin.DoubleTyp.printorder(),4,Method,mixin,DoubleTyp,printorder(),,FALSE,FALSE,,TRUE,FALSE,
mixin.DoubleTyp.setParms(AstToken tok0),4,Method,mixin,DoubleTyp,setParms(AstToken tok0),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.table,3,Field,mixin,AstProperties,table,,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.pw,3,Field,mixin,AstProperties,pw,,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.baos,3,Field,mixin,AstProperties,baos,,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.pwStdOut,3,Field,mixin,AstProperties,pwStdOut,,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.AstProperties(),5,Constructor,mixin,AstProperties,AstProperties(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.setProperty(String key; Object value),4,Method,mixin,AstProperties,setProperty(String key; Object value),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.getProperty(String key),4,Method,mixin,AstProperties,getProperty(String key),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.removeProperty(String key),4,Method,mixin,AstProperties,removeProperty(String key),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.containsProperty(String key),4,Method,mixin,AstProperties,containsProperty(String key),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.setPw(PrintWriter p),4,Method,mixin,AstProperties,setPw(PrintWriter p),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.setBaos(ByteArrayOutputStream b),4,Method,mixin,AstProperties,setBaos(ByteArrayOutputStream b),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.open(Writer out),4,Method,mixin,AstProperties,open(Writer out),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.open(String filename),4,Method,mixin,AstProperties,open(String filename),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.open(String directory; String filename),4,Method,mixin,AstProperties,open(String directory; String filename),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.open(),4,Method,mixin,AstProperties,open(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.close(),4,Method,mixin,AstProperties,close(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.print(String arg),4,Method,mixin,AstProperties,print(String arg),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.println(String arg),4,Method,mixin,AstProperties,println(String arg),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.print(AstNode n),4,Method,mixin,AstProperties,print(AstNode n),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstProperties.println(AstNode n),4,Method,mixin,AstProperties,println(AstNode n),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstList.Delete(),4,Method,mixin,AstList,Delete(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstList.PDump(String indent),4,Method,mixin,AstList,PDump(String indent),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstNode.PDump(String indent),4,Method,mixin,AstNode,PDump(String indent),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstList.addComment(String comment),4,Method,mixin,AstList,addComment(String comment),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstList.addComment(String comment; boolean replace),4,Method,mixin,AstList,addComment(String comment; boolean replace),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstList.checkForErrors(int stage; String file),4,Method,mixin,AstList,checkForErrors(int stage; String file),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstList.clone(),4,Method,mixin,AstList,clone(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstNode.clone(),4,Method,mixin,AstNode,clone(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstList.dumpnode(),4,Method,mixin,AstList,dumpnode(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstNode.dumpnode(),4,Method,mixin,AstNode,dumpnode(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstList.findToken(),4,Method,mixin,AstList,findToken(),,FALSE,FALSE,,TRUE,FALSE,
mixin.AstList.mangleLocalIds(int stage),4,Method,mixin,AstList,mangleLocalIds(int stage),,FALSE,FALSE,,TRUE,FALSE,
